_url,birth_year,weight,height,nationality
juan-ramon,1963.0,,,Spain
bernard-bourguignon,1949.0,,,Belgium
jeroen-meijers,1993.0,68.0,181.0,Netherlands
lucas-sebastian-haedo,1983.0,64.0,173.0,Argentina
samuele-marzoli,1984.0,,,Italy
frederic-brun,1957.0,,,France
andrea-patuelli,1970.0,,,Italy
erik-baska,1994.0,74.0,182.0,Slovakia
anthony-geslin,1980.0,68.0,180.0,France
michiel-elijzen,1982.0,80.0,192.0,Netherlands
alberto-camargo,1965.0,,,Colombia
hector-gonzalez-baeza,1986.0,,,Spain
elias-maris,1999.0,65.0,178.0,Belgium
antoine-debons,1998.0,65.0,180.0,Switzerland
patrick-hermans,1958.0,,,Belgium
ruber-alverio-marin,1968.0,55.0,160.0,Colombia
fabio-testi,1976.0,,,Italy
alberto-saronni,1961.0,,,Italy
tom-van-asbroeck,1990.0,72.0,182.0,Belgium
inaki-arrieta,1961.0,,,Spain
yevgeniy-fedorov,2000.0,80.0,193.0,Kazakhstan
gianluca-brambilla,1987.0,57.0,170.0,Italy
stefan-de-bod,1996.0,66.0,183.0,South Africa
simon-guglielmi,1997.0,66.0,180.0,France
nils-brun,2000.0,64.0,,Switzerland
johan-dekkers,1978.0,,,Belgium
edward-ravasi,1994.0,61.0,181.0,Italy
pascal-kohlvelter,1965.0,,,Luxembourg
thierry-marichal,1973.0,72.0,179.0,Belgium
darren-baker,1967.0,,,United States
bernard-thevenet,1948.0,,,France
russell-downing,1978.0,64.0,171.0,Great Britain
jokin-murguialday-elorza,2000.0,57.0,173.0,Spain
martin-mortensen,1984.0,70.0,180.0,Denmark
sven-renders,1981.0,63.0,176.0,Belgium
kaspars-ozers,1968.0,73.0,185.0,Latvia
robert-dill-bundi,1958.0,,,Switzerland
massimiliano-mori,1974.0,77.0,174.0,Italy
luis-diego-prior,1975.0,,,Spain
benny-schepmans,1953.0,,,Belgium
michel-stasse,1967.0,,,Belgium
harrie-jansen,1947.0,70.0,176.0,Netherlands
lorenzo-di-silvestro,1970.0,,,Italy
rui-vinhas,1986.0,59.0,171.0,Portugal
johan-de-lathouwer,1960.0,,,Belgium
juan-caldentey,1962.0,,,Spain
federico-echave,1960.0,,,Spain
thomas-bodo,1980.0,,,France
fabio-taborre,1985.0,66.0,178.0,Italy
iuri-filosi,1992.0,70.0,184.0,Italy
xavier-jan,1970.0,62.0,174.0,France
gang-xu,1984.0,69.0,187.0,China
thomas-boudat,1994.0,70.0,175.0,France
dave-bruylandts,1976.0,63.0,178.0,Belgium
alphonse-vermote,1990.0,74.0,187.0,Belgium
marc-wauters,1969.0,73.0,185.0,Belgium
alois-wouters,1962.0,,,Belgium
alberto-dainese,1998.0,70.0,174.0,Italy
alexandre-chouffe,1974.0,,,France
tarik-chaoufi,1986.0,65.0,174.0,Morocco
alfio-vandi,1955.0,64.0,178.0,Italy
albert-hulzebosch,1949.0,,,Netherlands
gary-dowdell,1959.0,,,Great Britain
javier-palacin-salgao,1971.0,,,Spain
maurizio-caravaggio,1976.0,,,Italy
manuel-fernandez-gines,1971.0,,,Spain
gianfranco-bianchin,1947.0,,,Italy
mirko-gualdi,1968.0,68.0,172.0,Italy
stefan-bissegger,1998.0,78.0,181.0,Switzerland
david-zabriskie,1979.0,67.0,183.0,United States
jeanluc-garnier,1961.0,,,France
uwe-hardter,1977.0,,,Germany
alvaro-forner,1972.0,,,Spain
richard-groenendaal,1971.0,66.0,176.0,Netherlands
jasper-philipsen,1998.0,75.0,176.0,Belgium
jose-casas-garcia,1945.0,,,Spain
javier-ruiz-de-larrinaga-ibanez,1979.0,,,Spain
joan-horrach,1974.0,70.0,179.0,Spain
kristof-de-zutter,1982.0,,,Belgium
julen-fernandez,1978.0,,,Spain
vegard-stake-laengen,1989.0,79.0,195.0,Norway
liam-slock,2000.0,78.0,188.0,Belgium
kristian-sbaragli,1990.0,74.0,175.0,Italy
cesar-garcia-calvo,1974.0,,,Spain
christoph-pfingsten,1987.0,69.0,179.0,Germany
maarten-wynants,1982.0,74.0,190.0,Belgium
rob-mulders,1967.0,,,Netherlands
valentin-paret-peintre,2001.0,52.0,176.0,France
connor-swift,1995.0,75.0,190.0,Great Britain
valerio-piva,1958.0,,,Italy
david-assuncao,1967.0,,,Portugal
jake-stewart,1999.0,66.0,179.0,Great Britain
calum-johnston,1998.0,55.0,173.0,Great Britain
janier-alexis-acevedo,1985.0,63.0,175.0,Colombia
fabrice-jeandesboz,1984.0,69.0,179.0,France
jean-francois-bernard,1962.0,,,France
herman-crabbe,1959.0,,,Belgium
roberto-lezaun,1967.0,65.0,170.0,Spain
sven-montgomery,1976.0,62.0,178.0,Switzerland
robbie-vandaele,1972.0,,,Belgium
rudiger-selig,1989.0,80.0,188.0,Germany
antonio-cabello,1956.0,,,Spain
tom-leaper,1975.0,,,Australia
jose-luis-rodriguez-garcia,1966.0,,,Spain
henk-prinsen,1951.0,,,Netherlands
jose-fabio,1965.0,,,Colombia
peter-gansler,1963.0,,,Germany
julian-dean,1975.0,72.0,178.0,New Zealand
remy-rochas,1996.0,51.0,164.0,France
massimiliano-lelli,1967.0,69.0,175.0,Italy
charles-wegelius,1978.0,62.0,180.0,Great Britain
thomas-wegmuller,1960.0,,,Switzerland
valentin-ferron,1998.0,67.0,174.0,France
ramon-sinkeldam,1989.0,77.0,193.0,Netherlands
werner-devos,1957.0,,,Belgium
javier-cherro,1980.0,,,Spain
urs-zimmermann,1959.0,,,Switzerland
roland-salm,1951.0,,,Switzerland
albert-fritz,1947.0,,,Germany
tim-declercq,1989.0,78.0,190.0,Belgium
vitali-kokorine,1975.0,,,Russia
alberto-leanizbarrutia-abaunza,1963.0,,,Spain
cedric-coutouly,1980.0,72.0,184.0,France
sebastien-van-den-abeele,1970.0,,,Belgium
alessandro-pessot,1995.0,75.0,192.0,Italy
marc-sohet,1947.0,,,Belgium
valerio-agnoli,1985.0,72.0,178.0,Italy
franck-jarno,1970.0,,,France
janez-brajkovic,1983.0,60.0,175.0,Slovenia
alain-turicchia,1975.0,,,Italy
peter-meinert-nielsen,1966.0,73.0,190.0,Denmark
sean-de-bie,1991.0,65.0,173.0,Belgium
marco-giroletti,1972.0,,,Italy
ibon-ajuria,1971.0,,,Spain
andrea-palini,1989.0,67.0,175.0,Italy
nuno-duarte-silva-marta,1976.0,,,Portugal
plamen-stoyanov,1971.0,,,Bulgaria
david-drouin,1995.0,,,Canada
firmino-bernardino,1950.0,,,Portugal
eric-wohlberg,1965.0,63.0,170.0,Canada
benjamin-verraes,1987.0,73.0,183.0,Belgium
raffaele-illiano,1977.0,,,Italy
robert-de-guchtenaere,1949.0,,,Belgium
aitor-garmendia,1968.0,68.0,175.0,Spain
marco-pantani,1970.0,58.0,172.0,Italy
mariusz-witecki,1981.0,70.0,184.0,Poland
etienne-van-empel,1994.0,64.0,186.0,Netherlands
dailos-diaz-armas,1980.0,,,Spain
mathijs-paasschens,1996.0,75.0,188.0,Netherlands
didier-rous,1970.0,70.0,182.0,France
bruno-armirail,1994.0,74.0,190.0,France
alain-meslet,1950.0,,,France
emmanuel-hubert,1970.0,,,France
guy-dolhats,1952.0,,,France
robert-vrecer,1980.0,68.0,182.0,Slovenia
angel-lopez-del-alamo,1949.0,,,Spain
roberto-amadio,1963.0,,,Italy
paolo-cimini,1964.0,,,Italy
antonio-gonzalez,1954.0,,,Spain
bernard-vifian,1944.0,,,Switzerland
emilio-garcia-perez,1959.0,,,Spain
carlos-barredo,1981.0,61.0,177.0,Spain
davide-dall-olio,1969.0,,,Italy
charly-mottet,1962.0,,164.0,France
oscar-gatto,1985.0,67.0,174.0,Italy
ronny-van-holen,1959.0,,,Belgium
valerio-lualdi,1951.0,,,Italy
antonio-salutini,1947.0,,,Italy
daniel-alejandro-mendez-norena,2000.0,57.0,171.0,Colombia
timothy-dupont,1987.0,72.0,179.0,Belgium
jose-ramon-uriarte,1967.0,,,Spain
andrea-zatti-1,1973.0,,,Italy
ward-sels,1941.0,,,Belgium
greg-randolph,1972.0,,,United States
ercole-gualazzini,1944.0,,,Italy
jacob-rathe,1991.0,74.0,185.0,United States
jarl-salomein,1989.0,80.0,193.0,Belgium
scott-davis,1979.0,60.0,170.0,Australia
geraint-thomas,1986.0,71.0,183.0,Great Britain
sergio-previtali,1969.0,,,Italy
joseba-ruiz,1965.0,,,Spain
rafael-reis,1992.0,72.0,189.0,Portugal
remy-mertz,1995.0,70.0,175.0,Belgium
pier-paolo-de-negri,1986.0,61.0,170.0,Italy
dieter-runkel,1966.0,,,Switzerland
mitja-mahoric,1976.0,68.0,184.0,Slovenia
martin-laas,1993.0,76.0,176.0,Estonia
enrico-magazzini,1988.0,58.0,169.0,Italy
silvio-martinello,1963.0,71.0,179.0,Italy
simone-andreetta,1993.0,69.0,183.0,Italy
valery-kobzarenko,1977.0,,,Ukraine
eric-knuvers,1966.0,,,Netherlands
david-dekker,1998.0,80.0,190.0,Netherlands
maurizio-bertini,1955.0,,,Italy
jhonatan-restrepo,1994.0,73.0,178.0,Colombia
rodrigo-contreras,1994.0,68.0,180.0,Colombia
serhiy-ushakov,1968.0,73.0,179.0,Ukraine
emiliano-murtas,1973.0,,,Italy
joaquin-llach,1964.0,58.0,167.0,Spain
pavel-cherkasov,1972.0,,,Russia
saul-raisin,1983.0,,,United States
gorik-gardeyn,1980.0,75.0,182.0,Belgium
alberto-losada,1982.0,69.0,180.0,Spain
luca-dodi,1987.0,65.0,180.0,Italy
etienne-de-wilde,1958.0,70.0,172.0,Belgium
enrico-cassani,1972.0,65.0,175.0,Italy
rosario-fina,1969.0,,,Italy
jean-francois-rault,1958.0,,,France
imanol-erviti,1983.0,82.0,190.0,Spain
gustavo-dominguez-lemos,1980.0,,,Spain
james-mitri,1999.0,60.0,178.0,New Zealand
marco-saligari,1965.0,,,Italy
marc-durant,1955.0,,,France
jacques-hochart,1948.0,,,France
alain-vigneron,1954.0,,,France
luca-celli,1979.0,69.0,187.0,Italy
john-freddy-garcia,1974.0,,,Colombia
gerrie-van-gerwen,1953.0,,,Netherlands
matthew-dinham,2000.0,63.0,175.0,Australia
juan-esteban-arango,1986.0,62.0,172.0,Colombia
simon-clarke,1986.0,63.0,175.0,Australia
matteo-tosatto,1974.0,74.0,181.0,Italy
gianni-motta,1943.0,,,Italy
yvan-lamote,1958.0,,,Belgium
graziano-salvietti,1956.0,,,Italy
tobias-bayer,1999.0,71.0,187.0,Austria
yann-huguet,1984.0,66.0,177.0,France
eddy-gragus,1968.0,,,United States
alex-van-linden,1952.0,,,Belgium
eduardo-ruiz,1966.0,,,Spain
anton-palzer,1993.0,62.0,178.0,Germany
michael-bresciani,1994.0,,,Italy
nans-peters,1994.0,71.0,177.0,France
guy-sagiv,1994.0,68.0,180.0,Israel
andy-flickinger,1978.0,78.0,193.0,France
laurent-brochard,1968.0,68.0,180.0,France
simone-cheli,1971.0,,,Italy
antonio-girabent,1959.0,,,Spain
oscar-riesebeek,1992.0,78.0,191.0,Netherlands
jeff-pierce,1958.0,,,United States
janusz-kowalski,1952.0,,,Poland
juan-fernandez-martin,1957.0,68.0,174.0,Spain
andrus-aug,1972.0,83.0,190.0,Estonia
miguel-angel-martin-perdiguero,1972.0,63.0,169.0,Spain
stefan-rakers,1966.0,,,Netherlands
danny-nelissen,1970.0,,,Netherlands
jaime-salva,1962.0,,,Spain
antonio-puppio,1999.0,75.0,186.0,Italy
richard-carapaz,1993.0,62.0,170.0,Ecuador
filippo-fortin,1989.0,78.0,183.0,Italy
harry-rozendal,1965.0,,,Netherlands
moretti-roberto,1970.0,,,Italy
leon-thomas,1949.0,,,Belgium
bert-scheunemann,1954.0,,,Netherlands
bryan-nauleau,1988.0,67.0,181.0,France
jose-teixeira-rodriguez,1957.0,,,Spain
jorge-cubero,1992.0,65.0,181.0,Spain
steve-de-wolf,1975.0,67.0,183.0,Belgium
nicola-bagioli,1995.0,64.0,168.0,Italy
chris-pepels,1948.0,,,Netherlands
matteo-fabbro,1995.0,52.0,167.0,Italy
nikolay-cherkasov,1996.0,68.0,182.0,Russia
jean-marie-wampers,1959.0,82.0,188.0,Belgium
remi-pauriol,1982.0,68.0,181.0,France
israel-ochoa,1964.0,,,Colombia
mauro-gianetti,1964.0,62.0,175.0,Switzerland
adam-toupalik,1996.0,65.0,175.0,Czech Republic
giuseppe-calcaterra,1964.0,,,Italy
philippe-leleu,1958.0,,,France
johannes-staune-mittet,2002.0,,182.0,Norway
federico-canuti,1985.0,68.0,182.0,Italy
kilian-frankiny,1994.0,67.0,179.0,Switzerland
giovanni-aleotti,1999.0,67.0,180.0,Italy
ben-koken,1950.0,,,Netherlands
david-gonzalez-lopez,1996.0,68.0,180.0,Spain
patrick-friou,1955.0,,,France
robert-stannard,1998.0,74.0,179.0,Australia
damon-kluck,1977.0,,,United States
marcin-sapa,1976.0,82.0,179.0,Poland
santiago-buitrago-sanchez,1999.0,59.0,174.0,Colombia
fabrice-piemontesi,1983.0,61.0,171.0,Italy
benat-albizuri-aransolo,1981.0,69.0,173.0,Spain
domingo-jose-sanchez-segado,1970.0,,,Spain
gianluca-brugnami,1963.0,,,Italy
maxat-ayazbayev,1992.0,75.0,189.0,Kazakhstan
michael-kukrle,1994.0,73.0,185.0,Czech Republic
riccardo-ferrari,1972.0,,,Italy
murilo-ferraz-affonso,1991.0,63.0,175.0,Brazil
francesco-gavazzi,1984.0,65.0,171.0,Italy
ewen-costiou,2002.0,64.0,176.0,France
jose-javier-gomez,1974.0,,,Spain
pieter-jacobs,1986.0,68.0,182.0,Belgium
francisco-fernandez-moreno,1954.0,,,Spain
simone-borgheresi,1968.0,,,Italy
laurent-fignon,1960.0,67.0,174.0,France
claudio-imhof,1990.0,80.0,191.0,Switzerland
emanuel-buchmann,1992.0,59.0,180.0,Germany
jose-maria-palacin-salgado,1964.0,,,Spain
didier-virvaleix,1966.0,,,France
mathias-le-turnier,1995.0,65.0,180.0,France
alessandro-de-marchi,1986.0,65.0,181.0,Italy
antonio-menendez,1946.0,,,Spain
jo-vrancken,1948.0,,,Netherlands
chris-barton,1988.0,77.0,188.0,United States
arjen-livyns,1994.0,58.0,170.0,Belgium
jose-xavier,1961.0,,,Portugal
giuseppe-faraca,1959.0,,,Italy
lucas-euser,1983.0,56.0,170.0,United States
andreas-kron,1998.0,63.0,177.0,Denmark
fabio-bordonali,1963.0,,,Italy
erich-loder,1952.0,,,Switzerland
gabriel-mascaro,1944.0,,,Spain
bruno-vicino,1952.0,,,Italy
bryan-coquard,1992.0,59.0,171.0,France
francesco-rossignoli,1963.0,,,Italy
samuele-schiavina,1971.0,,,Italy
aaron-kemps,1983.0,73.0,181.0,Australia
alessio-girelli,1972.0,,,Italy
jefferson-cepeda-hernandez,1996.0,61.0,170.0,Ecuador
volodymyr-bileka,1979.0,65.0,170.0,Ukraine
hansrudi-marki,1960.0,,,Switzerland
ben-o-connor,1995.0,67.0,188.0,Australia
gerd-audehem,1968.0,,,Germany
aaron-verwilst,1997.0,68.0,181.0,Belgium
kenny-van-der-schueren,1982.0,,,Belgium
roger-rosiers,1946.0,78.0,178.0,Belgium
david-tanner,1984.0,70.0,184.0,Australia
sebastien-delfosse,1982.0,73.0,187.0,Belgium
rob-britton,1984.0,,188.0,Canada
lluis-guillermo-mas,1989.0,69.0,181.0,Spain
martial-locatelli,1971.0,,,France
fabio-casas,1959.0,,,Colombia
vladislav-bobrik,1971.0,,,Russia
gustavo-miguel-otero,1973.0,,,Spain
nicola-conci,1997.0,68.0,185.0,Italy
niko-eeckhout,1970.0,73.0,173.0,Belgium
diego-andres-camargo,1998.0,65.0,176.0,Colombia
manuel-vazquez-hueso,1981.0,67.0,170.0,Spain
vitor-gamito,1970.0,66.0,183.0,Portugal
tom-steels,1971.0,73.0,179.0,Belgium
ben-turner,1999.0,74.0,194.0,Great Britain
ramon-carretero,1990.0,62.0,176.0,Panama
sergey-renev,1985.0,68.0,184.0,Kazakhstan
carlos-oyarzun,1981.0,66.0,184.0,Chile
shane-archbold,1989.0,79.0,182.0,New Zealand
mario-de-clercq,1966.0,66.0,174.0,Belgium
jose-antonio-carrasco-ramirez,1980.0,,,Spain
adrian-honkisz,1988.0,61.0,176.0,Poland
maurits-lammertink,1990.0,61.0,169.0,Netherlands
sebastien-portal,1982.0,,,France
dave-lloyd,1949.0,76.0,172.0,Great Britain
robert-retschke,1980.0,66.0,180.0,Germany
jefferson-alexander-cepeda,1998.0,56.0,164.0,Ecuador
sylwester-szmyd,1978.0,60.0,179.0,Poland
steele-von-hoff,1987.0,70.0,180.0,Australia
simone-bevilacqua,1997.0,75.0,181.0,Italy
kanstantsin-siutsou,1982.0,68.0,183.0,Belarus
marco-coledan,1988.0,83.0,190.0,Italy
efrain-gutierrez-sanchez,1980.0,,,Spain
martin-havik,1955.0,,,Netherlands
jonathan-garcia,1981.0,,,United States
dominique-rault,1971.0,,,France
dionisio-galparsoro,1978.0,67.0,178.0,Spain
adam-blythe,1989.0,68.0,175.0,Great Britain
jean-paul-hosotte,1955.0,,,France
domenico-pozzovivo,1982.0,53.0,165.0,Italy
claudio-torelli,1954.0,,,Italy
adriano-malori,1988.0,68.0,182.0,Italy
andrzej-sypytkowski,1963.0,76.0,182.0,Poland
roland-muller,1973.0,,,Switzerland
ramon-garcia-espana,1970.0,,,Spain
david-oloughlin,1978.0,68.0,180.0,Ireland
miguel-maria-lasa,1947.0,68.0,173.0,Spain
hernan-buenahora,1967.0,,,Colombia
jose-luis-carrasco-gamiz,1982.0,,,Spain
ariel-maximiliano-richeze,1983.0,68.0,177.0,Argentina
jean-pierre-heynderickx,1965.0,,,Belgium
marino-amadori,1957.0,,,Italy
jonathan-gonzalez-rios,1981.0,,,Spain
lukasz-bodnar,1982.0,68.0,176.0,Poland
vladimir-duma,1972.0,64.0,174.0,Ukraine
jan-mattheus,1965.0,,,Belgium
miguel-angel-iglesias,1961.0,,,Spain
maurice-ballerstedt,2001.0,76.0,185.0,Germany
jaime-tomas,1967.0,,,Spain
rene-grenier,1943.0,,,France
vicente-ballester,1980.0,,,Spain
francois-coquery,1948.0,,,France
oscar-onley,2002.0,62.0,173.0,Great Britain
ivan-raimondi,1969.0,,,Italy
francesco-frattini,1967.0,60.0,171.0,Italy
steve-bauer,1959.0,72.0,170.0,Canada
martin-hvastija,1969.0,75.0,184.0,Slovenia
ronan-pensec,1963.0,,,France
armando-ceci,1966.0,,,Belgium
owain-doull,1993.0,71.0,181.0,Great Britain
john-lee-augustyn,1986.0,65.0,178.0,South Africa
willem-peeters,1953.0,,,Belgium
omar-hernandez,1962.0,,,Colombia
renato-laghi,1944.0,,,Italy
wim-sels,1967.0,,,Belgium
tullio-bertacco,1957.0,,,Italy
pierre-latour,1993.0,66.0,181.0,France
filippo-fiorelli,1994.0,,,Italy
danilo-hondo,1974.0,73.0,184.0,Germany
agustin-gago-pena,1979.0,,,Spain
ermano-capelli,1985.0,78.0,195.0,Italy
nikita-novikov,1989.0,77.0,187.0,Russia
romain-costermans,1961.0,,,Belgium
davide-martinelli,1993.0,71.0,186.0,Italy
francisco-guerreiro,2000.0,60.0,182.0,Portugal
paolo-rosola,1957.0,,,Italy
nevens-guy,,,,Belgium
biniam-girmay,2000.0,70.0,184.0,Eritrea
fabio-roscioli,1965.0,,,Italy
olivier-bonnaire,1983.0,67.0,178.0,France
mauro-da-dalto,1981.0,72.0,181.0,Italy
bastien-tronchon,2002.0,72.0,185.0,France
dmitri-konychev,1966.0,77.0,186.0,Russia
hernan-dario-munoz,1973.0,,,Colombia
bram-de-groot,1974.0,65.0,173.0,Netherlands
alexei-kuznetsov,1976.0,,,Uzbekistan
tuur-dens,2000.0,81.0,184.0,Belgium
christian-wegmann,1976.0,,,Germany
alf-segersall,1956.0,65.0,175.0,Sweden
dominique-rollin,1982.0,83.0,188.0,Canada
emilien-benoit-berges,1983.0,,,France
nicolas-dumont,1973.0,,,France
joaquim-agostinho,1943.0,,,Portugal
marc-van-orsouw,1964.0,,,Netherlands
rik-van-linden,1949.0,,,Belgium
rudy-barbier,1992.0,79.0,179.0,France
ferdinand-julien,1946.0,,,France
malte-urban,1974.0,,,Germany
matteo-frutti,1975.0,,,Italy
david-clinger,1977.0,77.0,183.0,United States
robert-forster,1978.0,83.0,177.0,Germany
alexandre-zinoview,1961.0,,,Ukraine
patrick-serra,1962.0,,,Sweden
anthony-delaplace,1989.0,65.0,181.0,France
gilles-sanders,1964.0,,,France
angelo-tulik,1990.0,64.0,176.0,France
bernard-vallet,1954.0,,,France
stan-van-tricht,1999.0,64.0,174.0,Belgium
oleg-joukov,1976.0,,,Russia
flip-vandeghinste,1956.0,,,Belgium
andris-nauduzs,1975.0,78.0,183.0,Latvia
walter-dalgal,1954.0,,,Italy
daniel-willems,1956.0,,,Belgium
herbert-niederberger,1965.0,,,Switzerland
sven-erik-bystrom,1992.0,73.0,188.0,Norway
jean-jacques-fussien,1952.0,,,France
edi-kagi,1960.0,,,Switzerland
thimo-willems,1996.0,67.0,175.0,Belgium
ruslan-gryschenko,1981.0,,,Ukraine
luis-oran-castaneda,1977.0,,,Colombia
youcef-reguigui,1990.0,69.0,172.0,Algeria
bruno-geuens,1963.0,,,Belgium
julian-alaphilippe,1992.0,62.0,173.0,France
jack-van-hooydonck,1959.0,,,Belgium
daniel-van-ryckeghem,1945.0,,,Belgium
artur-ershov,1990.0,70.0,185.0,Russia
giancarlo-perini,1959.0,,,Italy
gerard-moneyron,1948.0,,,France
attila-valter,1998.0,65.0,185.0,Hungary
daniel-schnider,1973.0,65.0,180.0,Switzerland
walter-boucquet,1941.0,,,Belgium
karl-pauwels,1971.0,,,Belgium
jens-voigt,1971.0,76.0,190.0,Germany
oleg-pankov,1967.0,72.0,175.0,Ukraine
marco-cattaneo-2,1957.0,,,Italy
hendrik-devos,1955.0,,,Belgium
joel-gallopin,1953.0,,,France
francis-de-ridder,1959.0,,,Netherlands
massimo-apollonio,1970.0,70.0,176.0,Italy
axel-zingle,1998.0,67.0,173.0,France
ben-hermans,1986.0,72.0,186.0,Belgium
torjus-sleen,1997.0,65.0,170.0,Norway
sven-teutenberg,1972.0,66.0,173.0,Germany
barnabas-peak,1998.0,74.0,183.0,Hungary
brian-smith,1967.0,,,Great Britain
marco-magnani,1974.0,64.0,177.0,Italy
fabien-sanchez,1983.0,75.0,188.0,France
jonas-iversby-hvideberg,1999.0,,185.0,Norway
sammie-moreels,1965.0,,,Belgium
manrico-ronchiato,1960.0,,,Italy
milan-kadlec,1974.0,70.0,179.0,Czech Republic
nico-denz,1994.0,71.0,183.0,Germany
dimitri-claeys,1987.0,77.0,191.0,Belgium
wladimir-belli,1970.0,64.0,173.0,Italy
salvatore-puccio,1989.0,68.0,182.0,Italy
stephane-krafft,1979.0,67.0,181.0,France
lukasz-wisniowski,1991.0,78.0,191.0,Poland
javier-romo,1999.0,70.0,184.0,Spain
antonio-araujo,1967.0,,,Portugal
eduard-prades,1987.0,63.0,178.0,Spain
mike-gutmann,1962.0,,,Switzerland
federico-vitali,1982.0,,,Italy
arthur-vichot,1988.0,74.0,184.0,France
martin-urianstad,1999.0,,,Norway
matthieu-sprick,1981.0,71.0,190.0,France
francisco-lopez-393,1958.0,,,Spain
rafael-diaz,1972.0,55.0,164.0,Spain
asbjorn-hellemose,1999.0,65.0,192.0,Denmark
fabrizio-nespoli,1965.0,,,Italy
faat-zakirov,1974.0,,,Russia
franklin-chacon,1998.0,,,Venezuela
flavio-chesini,1962.0,,,Italy
hennie-rovers,1958.0,,,Netherlands
pablo-urtasun,1980.0,69.0,176.0,Spain
paolo-bailetti,1980.0,,,Italy
rene-savary,1949.0,,,Switzerland
robinson-chalapud,1984.0,63.0,175.0,Colombia
jacques-hanegraaf,1960.0,,,Netherlands
walter-pedroni,1970.0,,,Italy
marcel-kittel,1988.0,82.0,188.0,Germany
guido-wirz,1972.0,,,Switzerland
andrea-garosio,1993.0,58.0,175.0,Italy
martin-elmiger,1978.0,73.0,182.0,Switzerland
serge-baguet,1969.0,67.0,177.0,Belgium
jaime-castrillo,1996.0,65.0,186.0,Spain
felix-perez,1955.0,,,Spain
alain-van-hoornweder,1958.0,,,Belgium
jacek-mickiewicz,1970.0,74.0,172.0,Poland
lander-euba-ziarrusta,1977.0,,,Spain
maurice-dury,1947.0,,,Belgium
laurent-paumier,1973.0,57.0,168.0,France
mihkel-raim,1993.0,69.0,176.0,Estonia
frank-van-de-vijver,1962.0,,,Belgium
tim-naberman,1999.0,70.0,187.0,Netherlands
federico-garcia-melia,1968.0,,,Spain
lorrenzo-manzin,1994.0,69.0,175.0,France
levi-leipheimer,1973.0,62.0,170.0,United States
tyler-hamilton,1971.0,65.0,172.0,United States
ruben-fernandez,1991.0,60.0,177.0,Spain
christophe-bassons,1974.0,74.0,186.0,France
juan-argudo,1954.0,,,Spain
jose-antonio-lopez,1976.0,,,Spain
horst-schutz,1951.0,,,Germany
bernard-labourdette,1946.0,,,France
shane-sutton,1957.0,,,Australia
bob-jungels,1992.0,70.0,189.0,Luxembourg
hideto-nakane,1990.0,55.0,170.0,Japan
martin-earley,1962.0,62.0,173.0,Ireland
sascha-urweider,1980.0,,,Switzerland
enrique-mata-cabello,1985.0,72.0,183.0,Spain
aaron-olsen,1978.0,,,United States
merhawi-kudus,1994.0,58.0,173.0,Eritrea
paul-ourselin,1994.0,70.0,185.0,France
jensen-plowright,2000.0,78.0,177.0,Australia
julen-amezqueta,1993.0,63.0,174.0,Spain
romero-jesus-buendia,1982.0,,,Spain
sergey-kolesnikov,1986.0,,179.0,Russia
claudio-cucinotta,1982.0,71.0,177.0,Italy
paolo-tiralongo,1977.0,63.0,178.0,Italy
rafaa-chtioui,1986.0,82.0,190.0,Tunisia
roberto-poggiali,1941.0,,,Italy
giorgio-furlan,1966.0,,,Italy
blazej-janiaczyk,1983.0,68.0,177.0,Poland
joaquin-miguelanez,1970.0,,,Spain
rustam-tukhvatulin,1969.0,,,Russia
elio-festa,1960.0,,,Italy
alexandre-rua,1956.0,,,Portugal
garrett-mcleod,1989.0,,,Canada
alex-tolio,2000.0,,,Italy
alexandr-kolobnev,1981.0,64.0,174.0,Russia
jonas-van-genechten,1986.0,67.0,176.0,Belgium
wilco-zuijderwijk,1969.0,,,Netherlands
luca-belluomini,1976.0,,,Italy
patrick-verplancke,1962.0,,,Belgium
pierre-herinne,1968.0,,,Belgium
ondrej-fadrny,1978.0,,,Czech Republic
sebastian-kolze-changizi,2000.0,,181.0,Denmark
jesper-asselman,1990.0,69.0,184.0,Netherlands
joseph-bruyere,1948.0,,,Belgium
dario-montani,1961.0,,,Italy
vladimir-miholjevic,1974.0,68.0,180.0,Croatia
michele-paletti,1967.0,,,Italy
vadim-kravchenko,1969.0,,178.0,Kazakhstan
riccardo-faverio,1969.0,,,Italy
javier-moreno,1984.0,63.0,181.0,Spain
nuno-ribeiro,1977.0,59.0,170.0,Portugal
loic-le-flohic,1959.0,,,France
danilo-wyss,1985.0,65.0,176.0,Switzerland
quinn-simmons,2001.0,72.0,185.0,United States
vassili-davidenko,1970.0,,,United States
gianluca-tonetti,1967.0,,,Italy
daniele-del-ben,1962.0,,,Italy
felice-gimondi,1942.0,78.0,181.0,Italy
francesco-reda,1982.0,70.0,179.0,Italy
graziano-gasparre,1978.0,60.0,174.0,Italy
christian-scaroni,1997.0,63.0,175.0,Italy
reuben-thompson,2001.0,66.0,183.0,New Zealand
fridolin-keller,1954.0,,,Switzerland
maarten-den-bakker,1969.0,71.0,181.0,Netherlands
bert-dietz,1969.0,69.0,174.0,Germany
fabien-de-vooght,1959.0,,,France
andrea-pasqualon,1988.0,68.0,174.0,Italy
sam-bennett,1990.0,73.0,178.0,Ireland
luis-santos,1966.0,,,Portugal
sebastien-medan,1972.0,,,France
