_url,birth_year,weight,height,nationality
vladimir-malakov,,,,Russia
karol-rychlik,1970.0,,,Poland
marcin-lewandowski,1977.0,,,Poland
daniel-plummer,1957.0,,,Belgium
toms-skujins,1991.0,70.0,181.0,Latvia
greg-moens,1966.0,,,Belgium
jose-angel-gomez,1965.0,,,Spain
joaquin-novoa-mendez,1983.0,,,Spain
moreno-di-biase,1975.0,,,Italy
robert-kiserlovski,1986.0,72.0,180.0,Croatia
agustin-sagasti,1970.0,,,Spain
julien-laidoun,1980.0,,,France
aime-delaere,1946.0,,,Belgium
denis-smyslov,1979.0,,,Russia
jean-louis-danguillaume,1949.0,,,France
remi-cavagna,1995.0,78.0,186.0,France
rene-weissinger,1978.0,74.0,184.0,Germany
alessio-antonini,1949.0,,,Italy
jean-francois-chaurin,1961.0,,,France
txomin-juaristi,1995.0,67.5,182.0,Spain
valentino-china,1977.0,,,Italy
mikel-iturria,1992.0,69.0,185.0,Spain
umberto-marengo,1992.0,69.0,179.0,Italy
manuel-martin-conde,1953.0,,,Spain
anthony-turgis,1994.0,70.0,178.0,France
gianluca-gorini,1970.0,,,Italy
englebert-opdebeeck,1946.0,,,Belgium
piotr-ugrumov,1961.0,58.0,174.0,Latvia
daniil-fominykh,1991.0,70.0,185.0,Kazakhstan
john-devine,1985.0,,,United States
marek-szerszynski,1960.0,,,Poland
joost-posthuma,1981.0,76.0,189.0,Netherlands
ibai-salas,1991.0,,,Spain
simone-cadamuro,1976.0,78.0,185.0,Italy
ander-okamika,1993.0,70.0,190.0,Spain
frederik-frison,1992.0,84.0,193.0,Belgium
michael-albasini,1980.0,65.0,172.0,Switzerland
christophe-masson,1985.0,68.0,181.0,France
chris-sutton,1984.0,67.0,176.0,Australia
kevin-de-weert,1982.0,70.0,182.0,Belgium
hans-langerijs,1953.0,,,Netherlands
danny-pate,1979.0,73.0,185.0,United States
mike-terpstra,1987.0,64.0,189.0,Netherlands
jack-burke,1995.0,70.0,180.0,Canada
erminio-rizzi,1958.0,,,Italy
jose-grande,1944.0,,,Spain
andreas-stokbro,1997.0,70.0,183.0,Denmark
roberto-pagnin,1962.0,74.0,178.0,Italy
gaetano-juliano,1948.0,,,Italy
per-bausager,1956.0,,,Denmark
corne-van-rijen,1966.0,,,Netherlands
filippo-meloni,1969.0,,,Italy
christian-poirier,1954.0,,,France
olaf-ludwig,1960.0,,,Germany
radoslaw-romanik,1967.0,62.0,167.0,Poland
gilles-delion,1966.0,,,France
romain-bardet,1990.0,65.0,185.0,France
ellis-rastelli,1975.0,,,Italy
bradley-mcgee,1976.0,72.0,182.0,Australia
fabricio-ferrari,1985.0,64.0,177.0,Uruguay
mirko-rossato,1968.0,,,Italy
thierry-elissalde,1969.0,,,France
xavier-florencio,1979.0,59.0,173.0,Spain
matthew-riccitello,2002.0,55.0,172.0,United States
julen-irizar,1995.0,67.0,178.0,Spain
cedric-herve,1979.0,60.0,169.0,France
ivan-basso,1977.0,70.0,182.0,Italy
juan-garcia2,1957.0,,,Spain
juan-martin-ocana,1958.0,,,Spain
richard-trinkler,1950.0,67.0,176.0,Switzerland
rudy-bormans,1959.0,,,Belgium
cees-koeken,1948.0,,,Netherlands
paniego-fuentes,1996.0,77.0,190.0,Spain
christoph-gohring,1973.0,,,Switzerland
florian-vermeersch,1999.0,85.0,193.0,Belgium
mikel-astarloza,1979.0,72.0,185.0,Spain
hans-vonk,1959.0,,,Netherlands
theo-appeldoorn,1959.0,,,Netherlands
conor-dunne,1992.0,88.0,204.0,Ireland
markus-zberg,1974.0,69.0,179.0,Switzerland
fredrik-ludvigsson,1994.0,71.0,189.0,Sweden
alessandro-bertuola,1979.0,,,Italy
dante-coccolo,1954.0,,,France
august-herijgers,1950.0,,,Belgium
michel-zanoli,1968.0,,,Netherlands
roland-vogeli,1959.0,,,Switzerland
frank-hoste,1955.0,76.0,,Belgium
barry-hoban,1940.0,,,Great Britain
maxim-rudenko,1979.0,,,Ukraine
willy-van-neste,1944.0,,,Belgium
michael-lange,1983.0,,,United States
ion-del-rio,1978.0,,,Spain
julien-delocht,1942.0,,,Belgium
chris-anker-sorensen,1984.0,64.0,185.0,Denmark
frederic-pontier,1970.0,,,France
eddy-goossens,1946.0,,,Belgium
ivan-ivanov,1960.0,,,Russia
marco-bernal,1962.0,,,Colombia
daniele-galli,1975.0,,,Italy
egoitz-garcia,1986.0,70.0,180.0,Spain
garikoitz-bravo,1989.0,61.0,174.0,Spain
philippe-martinez,1958.0,,,France
gerhard-schonbacher,1954.0,,,Austria
gerben-lowik,1977.0,72.0,188.0,Netherlands
romes-gainetdinov,1967.0,,,Russia
giuseppe-di-fresco,1973.0,,,Italy
romain-sicard,1988.0,63.0,179.0,France
sean-way,1967.0,,,Canada
daniel-hirs,1965.0,,,Switzerland
attilio-viviani,1996.0,69.0,174.0,Italy
carter-jones,1989.0,64.0,183.0,United States
francesco-romano,1997.0,,,Italy
ronan-van-zandbeek,1988.0,72.0,184.0,Netherlands
jordi-simon,1990.0,64.0,177.0,Spain
harry-sweeny,1998.0,75.0,186.0,Australia
gleb-brussenskiy,2000.0,64.0,178.0,Kazakhstan
amaro-manuel-antunes,1990.0,58.0,173.0,Portugal
manuel-luis-campos-abreu,1963.0,,,Portugal
reto-bergmann,1976.0,68.0,183.0,Switzerland
vicente-belda,1954.0,,154.0,Spain
daniel-freitas,1991.0,64.0,171.0,Portugal
giovanni-lonardi,1996.0,70.0,180.0,Italy
michael-rasmussen,1974.0,58.0,174.0,Denmark
jelle-nijdam,1963.0,70.0,183.0,Netherlands
daniel-munoz,1996.0,57.0,174.0,Colombia
jose-antonio-borja,1964.0,,,Spain
eric-leman,1946.0,,,Belgium
jose-luis-santamaria,1968.0,,,Spain
santiago-umba,2002.0,58.0,170.0,Colombia
ryan-cox,1979.0,62.0,177.0,South Africa
denis-bondarenko,1978.0,,,Russia
timo-roosen,1993.0,78.0,193.0,Netherlands
paul-wellens,1952.0,,,Belgium
ivan-rovny,1987.0,62.0,173.0,Russia
serhiy-honchar,1970.0,67.0,177.0,Ukraine
romain-furniere,1943.0,,,Belgium
jarno-van-mingeroet,1977.0,,,Belgium
leif-mortensen,1946.0,70.0,180.0,Denmark
alexander-edmondson,1993.0,75.0,183.0,Australia
alex-molenaar,1999.0,63.0,184.0,Netherlands
johnny-hoogerland,1983.0,65.0,179.0,Netherlands
endrio-leoni,1968.0,74.0,175.0,Italy
jose-luis-san-jose-amo,1954.0,,,Spain
alexander-kristoff,1987.0,78.0,183.0,Norway
jonathan-vaughters,1973.0,64.0,170.0,United States
bram-tankink,1978.0,71.0,181.0,Netherlands
franck-boucanville,1966.0,,,France
brian-jolly,1946.0,76.0,180.0,Great Britain
nick-dougall,1992.0,72.0,192.0,South Africa
roberto-laiseka-jaio,1969.0,63.0,184.0,Spain
giovanni-strazzer,1965.0,,,Italy
stefan-denifl,1987.0,65.0,179.0,Austria
david-garcia-marquina,1970.0,,,Spain
edward-irl-dunbar,1996.0,57.0,170.0,Ireland
rene-grelin,1942.0,,,France
alessandro-cortinovis,1977.0,68.0,182.0,Italy
karel-vacek,2000.0,60.0,178.0,Czech Republic
marc-sarreau,1993.0,76.0,182.0,France
oscar-rodriguez,1995.0,63.0,179.0,Spain
itamar-einhorn,1997.0,72.0,172.0,Israel
heinz-imboden,1962.0,70.0,178.0,Switzerland
franck-pencole,1976.0,74.0,184.0,France
alexander-efimkin,1981.0,70.0,182.0,Russia
pedro-diaz-lobato,1973.0,,,Spain
faustino-cueli,1957.0,,,Spain
samuel-cabrera,1960.0,,,Colombia
robbe-ghys,1997.0,72.0,182.0,Belgium
jan-hirt,1991.0,62.0,181.0,Czech Republic
david-mckenzie,1974.0,,,Australia
ian-mckissick,1980.0,,,United States
jay-vine,1995.0,69.0,184.0,Australia
fabio-negri,1982.0,,,Italy
mikael-holst-kyneb,1972.0,,,Denmark
rolf-wolfshohl,1938.0,,,Germany
lucas-eriksson,1996.0,64.0,180.0,Sweden
jacky-durand,1967.0,76.0,186.0,France
mark-renshaw,1982.0,74.0,179.0,Australia
gianni-vermeersch,1992.0,68.0,173.0,Belgium
remy-di-gregorio,1985.0,67.0,180.0,France
israel-corredor-fonseca,1959.0,,,Colombia
jan-schaffrath,1971.0,74.0,187.0,Germany
mattia-frapporti,1994.0,74.0,182.0,Italy
gottfried-gody-schmutz,1954.0,,,Switzerland
vittorio-algeri,1953.0,68.0,174.0,Italy
johannes-frohlinger,1985.0,62.0,173.0,Germany
thierry-bock,1966.0,,,Belgium
stefano-cortinovis,1968.0,,,Italy
vicente-reynes,1981.0,69.0,175.0,Spain
ermanno-brignoli,1969.0,78.0,187.0,Italy
enrique-guerrikagoitia,1967.0,,,Spain
lorenzo-rota,1995.0,62.0,173.0,Italy
rene-van-gils,1954.0,,,Belgium
chris-horner,1971.0,70.0,180.0,United States
gert-jakobs,1964.0,,,Netherlands
pascal-hungerbuhler,1977.0,,,Switzerland
giuliano-pavanello,1961.0,,,Italy
edward-beltran,1990.0,59.0,173.0,Colombia
ettore-pastorelli,1966.0,,,Italy
german-martin,1948.0,,,Spain
filip-cottenies,1962.0,,,Belgium
andrea-noe,1969.0,65.0,178.0,Italy
nico-mattan,1971.0,69.0,181.0,Belgium
elias-schmaeh,1986.0,,,Switzerland
eddy-cael,1945.0,,,Belgium
pieter-vanspeybrouck,1987.0,76.0,186.0,Belgium
joshua-tarling,2004.0,78.0,194.0,Great Britain
david-lozano,1988.0,63.0,178.0,Spain
leon-van-bon,1972.0,72.0,176.0,Netherlands
andrea-moletta,1979.0,,,Italy
sigfrido-fontanelli,1947.0,,,Italy
michael-themann,1970.0,,,Switzerland
jerome-simon,1960.0,,,France
siegfried-hekimi,1956.0,,,Switzerland
allan-davis,1980.0,73.0,172.0,Australia
dirk-heirweg,1955.0,73.0,180.0,Belgium
stepan-kurianov,1996.0,74.0,183.0,Russia
marc-van-geel,1959.0,,,Belgium
mario-costa,1985.0,,,Portugal
vladimir-gusev,1982.0,67.0,176.0,Russia
filippo-casagrande,1973.0,63.0,165.0,Italy
jean-paul-van-poppel,1962.0,,,Netherlands
ralf-grabsch,1973.0,81.0,185.0,Germany
fabio-balzi,1971.0,,,Italy
damien-touze,1996.0,69.0,174.0,France
andreas-walzer,1970.0,,,Germany
iljo-keisse,1982.0,72.0,183.0,Belgium
maxim-van-gils,1999.0,63.0,174.0,Belgium
raphael-jeune,1975.0,,,France
jean-chassang,1951.0,,,France
jose-gabriel-alonso-pascual,1957.0,,,Spain
juan-carlos-rozas,1963.0,,,Spain
alexander-krieger,1991.0,71.0,184.0,Germany
guido-bontempi,1960.0,,,Italy
secondo-volpi,1956.0,,,Italy
aurelio-robles,1964.0,,,Spain
antonio-salomone,1976.0,,,Italy
luca-pacioni,1993.0,67.0,175.0,Italy
alex-howes,1988.0,61.0,180.0,United States
sebastien-demarbaix,1973.0,64.0,170.0,Belgium
samuel-dumoulin,1980.0,57.0,159.0,France
davide-boifava,1946.0,,,Italy
luc-colyn,1958.0,,,Belgium
nico-emonds,1961.0,,,Belgium
simon-pellaud,1992.0,70.0,180.0,Switzerland
michael-schar,1986.0,78.0,198.0,Switzerland
ilnur-zakarin,1989.0,67.0,187.0,Russia
lucas-hamilton,1996.0,71.0,184.0,Australia
casper-pedersen,1996.0,71.0,186.0,Denmark
damien-monier,1982.0,75.0,188.0,France
willy-willems,1963.0,,,Belgium
eduard-michael-grosu,1992.0,68.0,173.0,Romania
jean-claude-garde,1960.0,,,France
isaac-lisaso,1965.0,,,Spain
eric-caritoux,1960.0,,,France
lorenzo-germani,2002.0,66.0,180.0,Italy
jose-antonio-espinosa,1969.0,,,Spain
jon-ander-insausti,1992.0,89.0,187.0,Spain
ronny-naets,1958.0,,,Belgium
arsenio-chaparro,1960.0,,,Colombia
dante-morandi,1958.0,,,Italy
uwe-nepp,1966.0,,,Germany
sho-hatsuyama,1988.0,59.0,175.0,Japan
marc-lievens,1948.0,,,Belgium
masakazu-ito,1988.0,,,Japan
campbell-stewart,1998.0,76.0,180.0,New Zealand
andrea-rossi,1979.0,,,Italy
jan-bogaert,1957.0,,,Belgium
jordi-riera,1978.0,,,Spain
jose-gomez-lucas,1944.0,,,Spain
juan-miguel-mercado,1978.0,56.0,173.0,Spain
william-billy-bilsland,1945.0,73.0,173.0,Great Britain
remi-cusin,1986.0,65.0,178.0,France
pedro-jose-soler,1961.0,,,Colombia
jesus-maria-manzano,1978.0,63.0,179.0,Spain
jose-catieau,1946.0,,,France
miguel-acha,1957.0,,,Spain
jack-bobridge,1989.0,65.0,180.0,Australia
lars-ytting-bak,1980.0,76.0,190.0,Denmark
dan-craven,1983.0,75.0,184.0,Namibia
henok-mulubrhan,1999.0,60.0,176.0,Eritrea
anders-lund-1,1985.0,65.0,167.0,Denmark
frank-verleyen,1963.0,,,Belgium
jurgen-guns,1976.0,,,Belgium
julen-urbano-aretxabala,1980.0,,,Spain
mauro-schmid,1999.0,70.0,187.0,Switzerland
alexander-gontsjenkov,1970.0,74.0,183.0,Ukraine
robby-meul,1981.0,,,Belgium
franck-laurance,1970.0,,,France
bruno-risi,1968.0,,,Switzerland
gustav-larsson,1980.0,77.0,194.0,Sweden
stefano-allocchio,1962.0,,,Italy
alejandro-alberto-borrajo,1980.0,76.0,180.0,Argentina
bradley-wiggins,1980.0,76.0,190.0,Great Britain
antonio-zanini,,,,Italy
alan-van-heerden,1954.0,,,South Africa
edwin-avila,1989.0,61.0,167.0,Colombia
jos-van-aert,1962.0,,,Netherlands
dante-rezze,1963.0,,,France
javier-pascual-llorente,1971.0,68.0,170.0,Spain
aritz-bagues,1989.0,67.0,174.0,Spain
erwin-nijboer,1964.0,,,Netherlands
david-etxebarria,1973.0,55.0,164.0,Spain
rui-carvalho,1995.0,60.0,175.0,Portugal
fabrizio-fabbri,1948.0,,,Italy
emanuel-duarte,1997.0,,182.0,Portugal
christophe-moreau,1971.0,71.0,186.0,France
antonio-rizzi,1978.0,,,Italy
julian-usano-martinez,1976.0,62.0,178.0,Spain
jose-roncancio,1965.0,,,Colombia
victor-schraner,1956.0,,,Switzerland
kenny-elissonde,1991.0,52.0,169.0,France
alexis-gougeard,1993.0,70.0,176.0,France
manuel-carrera-punzon,1962.0,,,Spain
trent-wilson,1978.0,,,Australia
alfred-achermann,1959.0,,,Switzerland
steve-swart,1965.0,74.0,178.0,New Zealand
maciej-paterski,1986.0,73.0,186.0,Poland
bolat-raimbekov,1986.0,66.0,181.0,Kazakhstan
martin-svrcek,2003.0,66.0,175.0,Slovakia
gregory-daniel,1994.0,64.0,178.0,United States
luca-mazzanti,1974.0,64.0,170.0,Italy
arno-kuttel,1963.0,,,Switzerland
jose-adrian-bonilla,1978.0,73.0,178.0,Costa Rica
lorenzo-ferdeghini,1971.0,,,Italy
federico-zurlo,1994.0,70.0,178.0,Italy
fernando-sousa-fernandes,1956.0,,,Portugal
embret-svestad-bardseng,2002.0,,185.0,Norway
sylvain-golay,1972.0,,,Switzerland
egidijus-juodvalkis,1988.0,73.0,182.0,Lithuania
geoffrey-demeyere,1976.0,,,Belgium
eliot-lietaer,1990.0,70.0,188.0,Belgium
chun-kai-feng,1988.0,69.0,170.0,Taiwan
rafael-silva,1990.0,65.0,178.0,Portugal
tim-wellens,1991.0,71.0,182.0,Belgium
jan-bratkowski,1975.0,,,Germany
lars-kristian-johnsen,1970.0,70.0,185.0,Norway
palmiro-masciarelli,1953.0,,,Italy
claude-seguy,1961.0,,,France
cees-priem,1950.0,75.0,183.0,Netherlands
luis-alberto-herrera,1961.0,57.0,169.0,Colombia
servais-knaven,1971.0,68.0,178.0,Netherlands
mirko-marini,1974.0,,,Italy
olivier-asmaker,1973.0,,,France
jakob-egholm,1998.0,69.0,186.0,Denmark
pascal-derame,1970.0,,,France
oscar-dalla-costa,1972.0,,,Italy
igor-flores,1973.0,,,Spain
ludo-dierckxsens,1964.0,71.0,181.0,Belgium
gines-salmeron,1972.0,,,Spain
kirill-pozdnyakov,1989.0,67.0,176.0,Azerbaijan
jose-maria-gonzalez-barcala,1959.0,,,Spain
luis-felipe-laverde-jimenez,1979.0,63.0,169.0,Colombia
fredy-gonzalez,1975.0,55.0,160.0,Colombia
luis-fernandes,1987.0,63.0,173.0,Portugal
joaquim-adrego-pereira-andrade,1969.0,,175.0,Portugal
fernando-quevedo,1964.0,,,Spain
gaztanaga-echevarria,1979.0,,,Spain
christophe-brandt,1977.0,66.0,182.0,Belgium
francesco-moser,1951.0,79.0,180.0,Italy
przemyslaw-kasperkiewicz,1994.0,71.0,182.0,Poland
gabriele-balducci,1975.0,69.0,181.0,Italy
ricardo-mestre,1983.0,58.0,170.0,Portugal
jan-jonkers,1955.0,,,Netherlands
cyril-bessy,1986.0,69.0,176.0,France
floris-de-tier,1992.0,60.0,172.0,Belgium
emiel-kerstens,1959.0,,,Netherlands
juan-carlos-carinena,1980.0,,,Spain
jorge-ferrio,1976.0,51.0,159.0,Spain
pedro-pinto2,2000.0,68.0,185.0,Portugal
adam-hansen,1981.0,72.0,185.0,Australia
carl-naibo,1982.0,62.0,177.0,France
daniel-verelst,1969.0,,,Belgium
cristiano-salerno,1985.0,64.0,182.0,Italy
jose-antonio-gonzalez-linares,1946.0,,,Spain
juan-carlos-castillo,1964.0,,,Colombia
raimondas-rumsas-1,1972.0,64.0,175.0,Lithuania
zsolt-der,1983.0,,,Hungary
bruno-langlois,1979.0,,,Canada
fabrice-gougot,1971.0,72.0,181.0,France
jakub-otruba,1998.0,75.0,190.0,Czech Republic
raul-acosta-arias,1962.0,,,Colombia
joao-battista-silva-paulo,1962.0,,,Portugal
cristiano-frattini,1973.0,,,Italy
andris-reiss,1978.0,73.0,185.0,Latvia
milan-fretin,2001.0,70.0,182.0,Belgium
pierre-barbier,1997.0,69.0,176.0,France
juan-tomas-martinez,1962.0,,,Spain
peter-farazijn,1969.0,69.0,180.0,Belgium
tom-stremersch,1975.0,,,Belgium
juan-luis-juarez,1957.0,,,Spain
roger-de-vlaeminck,1947.0,74.0,181.0,Belgium
rik-mannaerts,1964.0,,,Belgium
jean-pierre-danguillaume,1946.0,,,France
victor-hugo-olarte,1963.0,,,Colombia
kristoffer-halvorsen,1996.0,69.0,179.0,Norway
peter-roman,1978.0,,,Switzerland
angelo-lecchi,1966.0,,,Italy
eddie-salas,1965.0,,,Australia
herminio-diaz-zabala,1964.0,,,Spain
jesper-hansen-1,1990.0,60.0,172.0,Denmark
jean-luc-vandenbroucke,1955.0,,,Belgium
francisco-morais,1998.0,68.0,178.0,Portugal
dayer-quintana-rojas,1992.0,58.0,167.0,Colombia
eulalio-garcia,1951.0,,,Spain
alexandr-pliuschin,1987.0,66.0,180.0,Moldova
steve-houanard,1986.0,70.0,183.0,France
claus-michael-moller,1968.0,70.0,182.0,Denmark
jose-luis-roldan,1985.0,61.0,175.0,Spain
walter-baumgartner,1953.0,,,Switzerland
mathijs-de-koning,1949.0,,,Netherlands
mauro-antonio-santaromita,1964.0,,,Italy
alessandro-bertolini,1971.0,63.0,171.0,Italy
adrie-van-der-poel,1959.0,70.0,181.0,Netherlands
santos-hernandez,1967.0,,,Spain
gianluca-bordignon,1966.0,,,Italy
davide-orrico,1990.0,70.0,,Italy
staf-scheirlinckx,1979.0,78.0,192.0,Belgium
giovanni-moro,1958.0,,,Italy
ezio-serpelloni,1959.0,,,Italy
gino-van-hooydonck,1964.0,,,Belgium
romain-zingle,1987.0,67.0,175.0,Belgium
doug-shapiro,1959.0,,,United States
thorsten-rund,1976.0,,,Germany
raymond-steegmans,1945.0,,,Belgium
vadim-chabalkine,1968.0,,,Russia
jose-pedrero,1965.0,,,Spain
kevin-livingston,1973.0,70.0,183.0,United States
rudy-rogiers,1961.0,,,Belgium
marc-goossens,1958.0,,,Belgium
hernani-broco,1981.0,66.0,178.0,Portugal
rene-beuker,1965.0,,,Netherlands
rory-sutherland,1982.0,75.0,188.0,Australia
gianluca-sironi,1974.0,,,Italy
alejandro-franco-gonzalez,2001.0,58.0,175.0,Spain
dario-andriotto,1972.0,68.0,177.0,Italy
roger-verschaeve,1951.0,,,Belgium
philippe-bordenave,1969.0,55.0,164.0,France
karl-patrick-lauk,1997.0,69.0,173.0,Estonia
alessandro-covi,1998.0,66.0,180.0,Italy
tim-merlier,1992.0,76.0,188.0,Belgium
ad-prinsen,1954.0,,,Netherlands
marcel-duijn,1977.0,,,Netherlands
arthur-van-de-vijver,1948.0,,,Belgium
nino-schurter,1986.0,68.0,173.0,Switzerland
jacques-martin,1952.0,,,Belgium
roland-liboton,1957.0,,,Belgium
auguste-girard,1943.0,,,Switzerland
americo-jose-neves-da-silva,1964.0,,,Portugal
theo-de-rooy,1957.0,69.0,178.0,Netherlands
eugenio-herranz,1957.0,,,Spain
yauheni-seniushkin,1977.0,,,Belarus
robert-mintkiewicz,1947.0,,,France
jens-debusschere,1989.0,77.0,184.0,Belgium
wilco-kelderman,1991.0,65.0,185.0,Netherlands
jurgen-van-goolen,1980.0,70.0,183.0,Belgium
mario-mantovan,1965.0,,,Italy
rene-joergensen,1975.0,60.0,179.0,Denmark
claude-lamour,1969.0,,,France
mariano-rojas,1973.0,,,Spain
roman-klimov,1985.0,,,Russia
xabier-berasategi-garmendia,2000.0,,,Spain
serge-demierre,1956.0,70.0,174.0,Switzerland
gianbattista-baronchelli,1953.0,72.0,185.0,Italy
juri-recanati,1970.0,,,Italy
daniel-arroyave-canas,2000.0,52.0,178.0,Colombia
alain-bondue,1959.0,,,France
moreno-moser,1990.0,64.0,177.0,Italy
michele-scarponi,1979.0,62.0,174.0,Italy
romeo-hernandez,1975.0,,,Belgium
tristan-hoffman,1970.0,80.0,186.0,Netherlands
davide-vigano,1984.0,67.0,182.0,Italy
jean-luc-yansenne,1952.0,,,Belgium
frederic-mainguenaud,1974.0,68.0,175.0,France
lukasz-owsian,1990.0,66.0,180.0,Poland
dimitri-zhdanov,1969.0,,,Russia
karol-domagalski,1989.0,77.0,192.0,Poland
igor-gonzalez-de-galdeano,1973.0,73.0,185.0,Spain
custodio-mazuela,1951.0,,,Spain
emmanuel-magnien,1971.0,68.0,175.0,France
marco-murgano,1998.0,,,Italy
roberto-gonzalez,1994.0,,,Panama
kevin-van-impe,1981.0,75.0,188.0,Belgium
massimo-ghirotto,1961.0,,,Italy
georges-chappe,1944.0,,,France
paul-crake,1976.0,,,Australia
simon-vitzthum,1995.0,70.0,190.0,Switzerland
ignacio-gutierrez,1977.0,,,Spain
mateu-estelrich,2001.0,,,Spain
maarten-ducrot,1958.0,,,Netherlands
gijs-leemreize,1999.0,66.0,190.0,Netherlands
gilberto-zattoni,1973.0,,,Italy
rodolfo-massi,1965.0,,,Italy
dirk-bellemakers,1984.0,75.0,196.0,Netherlands
brian-holm-sorensen,1962.0,77.0,186.0,Denmark
daniel-mclay,1992.0,72.0,187.0,Great Britain
gilbert-bellone,1942.0,,,France
angelo-canzonieri,1964.0,,,Italy
erwin-thijs,1970.0,69.0,177.0,Belgium
roberto-menegotto,1968.0,,,Italy
benny-van-der-auwera,1958.0,,,Belgium
martijn-maaskant,1983.0,76.0,185.0,Netherlands
amilcare-sgalbazzi,1955.0,,,Italy
tom-bohli,1994.0,71.0,185.0,Switzerland
amanuel-ghebreigzabhier,1994.0,68.0,187.0,Eritrea
marco-diem,1964.0,,,Switzerland
bobbie-traksel,1981.0,72.0,180.0,Netherlands
ludovic-auger,1971.0,78.0,184.0,France
hans-baudoin,1961.0,,,Netherlands
lorenzo-cardellini,1978.0,,,Italy
casper-van-der-meer,1965.0,,,Netherlands
martin-kemp,1957.0,,,Netherlands
august-jensen,1991.0,67.0,176.0,Norway
luca-de-angeli,1976.0,,,Italy
andres-bermejo-siller,1974.0,,,Spain
joonas-henttala,1991.0,73.0,187.0,Finland
john-talen,1965.0,,,Netherlands
nuno-bico,1994.0,64.0,181.0,Portugal
marc-thevenin,1966.0,,,France
primo-mori,1944.0,,,Italy
mathias-de-witte,1993.0,61.0,178.0,Belgium
chris-butler,1988.0,61.0,180.0,United States
stephan-schreck,1978.0,76.0,185.0,Germany
philippe-bouvatier,1964.0,,,France
frans-verhaegen,1948.0,,,Belgium
antonio-d-alonzo,1955.0,,,Italy
jacob-eriksson,1999.0,,182.0,Sweden
lilian-calmejane,1992.0,70.0,184.0,France
ferdinand-bracke,1939.0,79.0,184.0,Belgium
thijs-al,1980.0,72.0,180.0,Netherlands
travis-meyer,1989.0,68.0,178.0,Australia
stefan-koychev-histrov,1985.0,57.0,175.0,Bulgaria
stefano-guerrieri,1960.0,,,Italy
joaquin-hernandez,1964.0,,,Spain
augusto-triana,1967.0,,,Colombia
michael-van-der-wolf,1970.0,,,Netherlands
georges-vanconingsloo,1940.0,,,Belgium
jacques-mourioux,1948.0,71.0,181.0,France
sjoerd-bax,1996.0,78.0,185.0,Netherlands
rolf-golz,1962.0,,,Germany
thomas-lofkvist,1984.0,70.0,186.0,Sweden
pablo-lechuga-rodriguez,1990.0,67.0,176.0,Spain
dirk-reichl,1981.0,,,Germany
danilo-di-luca,1976.0,61.0,168.0,Italy
romans-vainsteins,1973.0,72.0,177.0,Latvia
julian-barcina,1966.0,,,Spain
jesus-hernandez-ubeda,1959.0,,,Spain
enrico-rossi,1982.0,,,Italy
jose-miguel-elizburu,1976.0,,,Spain
jorgen-marcussen,1950.0,70.0,185.0,Denmark
angelo-citracca,1969.0,,,Italy
antonio-martos,1946.0,,,Spain
jerome-coppel,1986.0,64.0,178.0,France
luis-perez-romero,1980.0,,,Spain
ruggero-marzoli,1976.0,61.0,173.0,Italy
antwan-tolhoek,1994.0,61.0,178.0,Netherlands
frederico-rocchetti,1986.0,,,Italy
arie-den-hartog,1941.0,,,Netherlands
borut-bozic,1980.0,70.0,178.0,Slovenia
pawel-cieslik,1986.0,65.0,176.0,Poland
danielle-cignali,1970.0,,,Italy
sven-ake-nilsson,1951.0,63.0,172.0,Sweden
jan-stockli,1999.0,,,Switzerland
ryan-roth,1983.0,70.0,175.0,Canada
veljko-stojnic,1999.0,73.0,187.0,Serbia
gabriel-rasch,1976.0,72.0,184.0,Norway
guy-sibille,1948.0,,,France
wouter-mol,1982.0,83.0,195.0,Netherlands
jesus-rosado-caballero,1967.0,,,Spain
umberto-orsini,1994.0,67.0,188.0,Italy
claudio-corti,1955.0,,,Italy
kevin-hulsmans,1978.0,75.0,187.0,Belgium
wesley-van-der-linden,1982.0,,,Belgium
wout-van-aert,1994.0,78.0,190.0,Belgium
marco-votolo,1964.0,,,Italy
jan-barta,1984.0,75.0,184.0,Czech Republic
ronny-bossant,1954.0,,,Belgium
bruno-boscardin,1970.0,,,Switzerland
xabier-isasa-larranaga,2001.0,,185.0,Spain
jose-pesarrodona,1946.0,,,Spain
hilton-clarke,1979.0,70.0,180.0,Australia
loic-lamouller,1978.0,,,France
javier-cedena,1954.0,,,Spain
guido-van-sweevelt,1949.0,,,Belgium
michel-coroller,1949.0,,,France
pelayo-sanchez-mayo,2000.0,62.0,177.0,Spain
massimo-graziato,1988.0,73.0,181.0,Italy
maxime-monfort,1983.0,66.0,181.0,Belgium
javier-otxoa,1974.0,,,Spain
rune-herregodts,1998.0,70.0,181.0,Belgium
jakob-fuglsang,1985.0,65.0,181.0,Denmark
wanderley-magalhaes,1966.0,70.0,173.0,Brazil
andrey-mizurov,1973.0,68.0,171.0,Kazakhstan
mason-hollyman,2000.0,59.0,174.0,Great Britain
laurent-biondi,1959.0,,,France
perrig-quemeneur,1984.0,67.0,181.0,France
ruben-plaza,1980.0,77.0,191.0,Spain
anthony-houbrechts,1943.0,,,Belgium
michal-golas,1984.0,65.0,180.0,Poland
mario-noris,1958.0,,,Italy
